"","POSTCODE","Suburb","Top country of birth","rang0n4","rang5n9","rang10n14","rang15n19","rang20n24","rang25n44","rang45n64","rang65n69","rang70n74","rang75n79","rang80n84","above85","total","Born overseas, %","Born in non-English speaking country, %","Top country of birth__1","Top country of birth, persons","Top country of birth, %","Children","Adult","Elderly"
"223",3160,"Belgrave South","England",4.2,5.6,8.5,9,8.5,20.5,31.6,5.4,3.9,1,1.3,0.6,1549,16.9,6.6,"England",178,6.1,18.3,69.6,12.2
"224",3160,"Tecoma","England",7.1,6.7,6.5,6.9,7.4,24.7,30.4,4.4,2.3,1.1,1.8,0.8,2108,16.5,5.9,"England",282,7.2,20.3,69.4,10.4
"225",3160,"Belgrave Heights","England",6,8.8,8.6,8.4,7.6,23.6,30.1,3.5,1.9,0.8,0.2,0.6,1400,16.5,5.9,"England",160,6.2,23.4,69.7,7
"226",3161,"Caulfield North","Poland",5.9,5.3,4.8,5.5,8.8,30.3,23.1,4.2,2.8,2.6,2.7,4,15428,37.1,26.4,"Poland",1034,3.8,16,67.7,16.3
"227",3162,"Caulfield South","South Africa",6.7,6.1,5.4,5.5,6.2,28.6,26,4.5,2.8,2.6,2.3,3.1,11911,38.7,25.7,"South Africa",1362,6.4,18.2,66.3,15.3
"228",3162,"Caulfield","South Africa",5.5,5.9,4.3,5,6.6,27.4,23.4,5.2,3.9,3.5,3.3,6,5443,44.5,33.2,"South Africa",638,6.6,15.7,62.4,21.9
"229",3163,"Carnegie","India",6,4.7,3.8,3.9,8.8,37.9,20.7,3.7,3,2.7,2,2.8,17289,44.4,37,"India",2722,8.8,14.5,71.3,14.2
"230",3163,"Murrumbeena","India",6.4,6,4.8,4.6,7.7,35.2,23.5,2.9,2.3,2.2,1.9,2.6,9108,34.2,27.9,"India",1048,6.3,17.2,71,11.9
"231",3163,"Glen Huntly","India",5.3,2.9,3.2,3.3,13.5,42.6,18.8,2.9,2.3,2.1,1.5,1.7,4994,57.7,50,"India",1284,15,11.4,78.2,10.5
"232",3166,"Hughesdale","China",6.8,5.9,4.9,5.3,9,34.6,20.6,3.4,2.9,2.7,1.9,2.2,7509,39.9,34.8,"China",934,7,17.6,69.5,13.1
"233",3166,"Oakleigh","Greece",6.2,6.1,5.2,5.3,8.9,33.2,20.9,3.8,3,2.9,2,2.5,7984,38.7,33.1,"Greece",906,6.3,17.5,68.3,14.2
"234",3166,"Oakleigh East","China",6,4.6,4.8,4.8,11.6,35.9,17.6,3.8,3.8,2.5,2.2,2.4,6366,50.2,44.5,"China",878,7.7,15.4,69.9,14.7
"235",3166,"Huntingdale","China",7.5,6.7,4.6,3,11.1,34,21.1,2.3,2.5,1.7,3.2,2.3,1884,42.8,37.6,"China",246,7.2,18.8,69.2,12
"236",3167,"Oakleigh South","Greece",5.8,5.2,4.5,5.8,7.3,29.1,25.4,5.2,3.8,2.7,3,2.2,9637,42.4,37.2,"Greece",998,5.7,15.5,67.6,16.9
"237",3168,"Clayton","China",4.4,3.1,2.3,7,25.3,34.3,11.9,2.3,2.2,2.3,2.2,2.8,16846,70.3,65.5,"China",5214,17.8,9.8,78.5,11.8
"238",3168,"Notting Hill","China",5.2,3.7,3,5.7,21.5,36.3,15.2,2.7,2.3,2.9,0.9,0.5,2353,56,48.9,"China",444,11.4,11.9,78.7,9.3
"239",3169,"Clayton South","India",6.1,4.6,4,5,9.5,35.4,20.1,4.4,4.2,3.1,2.2,1.3,12516,64.7,60.4,"India",3214,14.7,14.7,70,15.2
"240",3169,"Clarinda","India",4.2,4.8,5.2,6.4,7.8,26.3,27.4,5.1,4.5,3.9,2.3,2.2,7848,54,50.1,"India",1282,9,14.2,67.9,18
"241",3170,"Mulgrave","Sri Lanka",6.5,5.2,4.8,5.3,6.8,30.1,23.9,5.8,4.6,3.1,2,1.9,18848,44.4,39.1,"Sri Lanka",1576,4.6,16.5,66.1,17.4
"242",3171,"Springvale","Vietnam",6,5.3,5,5.8,8.8,32.8,20.7,3.8,3.3,3.3,2.9,2.2,20973,68.8,65.6,"Vietnam",8414,22.4,16.3,68.1,15.5
"243",3172,"Springvale South","Vietnam",6.5,5.9,6.3,7.6,8.1,29.6,23.9,4.2,3.1,2,1.4,1.3,12802,59.5,56.1,"Vietnam",4456,19.3,18.7,69.2,12
"244",3172,"Dingley Village","England",5.6,5.5,6.1,7,6.7,22.6,28.8,5.7,4.4,3.2,2.4,2.1,10675,23.5,14.2,"England",1018,5.1,17.2,65.1,17.8
"245",3173,"Keysborough","Vietnam",6,6.3,6.5,7.2,7.3,28.1,26.1,4.8,2.9,2,1.5,1.3,21282,52.8,47.7,"Vietnam",4022,10.6,18.8,68.7,12.5
"246",3174,"Noble Park","India",6.6,5.5,4.8,5.4,7.5,33.5,21.9,4.4,3.5,2.7,2.2,2.1,30183,60.1,54.8,"India",4806,8.9,16.9,68.3,14.9
"247",3174,"Noble Park North","Sri Lanka",5.6,6,5.9,6,7.1,29.1,25.1,5.4,4.2,2.6,1.8,1.2,7797,51.6,45.5,"Sri Lanka",706,5,17.5,67.3,15.2
"248",3175,"Dandenong","India",8.2,5.4,5.3,5.9,8.3,35.4,18.8,3.1,2.9,2.6,2.1,2,27378,67,62.3,"India",5528,12,18.9,68.4,12.7
"249",3175,"Dandenong North","Sri Lanka",6.5,5.9,5.9,6.7,7.2,27.7,25.3,4.9,3.4,2.9,1.8,1.8,22992,52.5,46.2,"Sri Lanka",2158,5.2,18.3,66.9,14.8
"250",3175,"Bangholme","England",3.6,1.6,2.4,2.8,3.1,10.4,23.9,15,13.4,12.5,7.7,3.6,882,38.4,15.7,"England",214,14.6,7.6,40.2,52.2
"251",3177,"Doveton","India",7.6,6.6,6.1,6.5,7.7,30.1,21.5,3.9,3.2,2.9,2.5,1.3,9007,51.4,44.2,"India",984,6.3,20.3,65.8,13.8
"252",3177,"Eumemmerring","England",7.2,5.5,5.3,7.4,6.9,26.6,24,4.9,4.4,3.8,2.2,1.8,1956,51.1,41.2,"England",138,4.1,18,64.9,17.1
"253",3178,"Rowville","England",6.3,6.9,7.7,8.5,7.7,26,27.6,3.2,2.4,1.7,1.2,0.8,35305,31.7,24.4,"England",2274,3.4,20.9,69.8,9.3
"254",3179,"Scoresby","India",6.7,6.6,6.3,6.9,7.2,28.1,27.5,4.9,2.6,1.7,0.7,0.9,6169,33.4,25.8,"India",396,3.4,19.6,69.7,10.8
"255",3180,"Knoxfield","England",5.8,5.4,6.5,6.6,5.6,27.4,26,6,4.6,3,1.9,1.2,7451,29.1,20,"England",698,5,17.7,65.6,16.7
"256",3181,"Windsor","Greece",3.8,2.1,1.4,1.7,9.5,49,16.6,3.3,3.2,2.9,2.6,3.8,7797,35.8,23.3,"Greece",558,4.5,7.3,76.8,15.8
"257",3181,"Prahran","England",4.4,2.9,2.2,2.4,10.1,49.7,17.3,2.7,2.7,2.2,1.6,1.8,12441,33,20.4,"England",990,4.9,9.5,79.5,11
"258",3182,"St Kilda","England",3.2,2.1,1.4,2.1,9.6,54.4,20.2,2.6,1.6,1.2,0.9,0.6,19728,37.4,19.2,"England",2020,6.4,6.7,86.3,6.9
"259",3182,"St Kilda West","England",3.8,2.2,3.6,2.3,7.2,47.2,25,3.6,1.6,1.3,1.3,0.9,3116,30,14,"England",342,6.6,9.6,81.7,8.7
"260",3183,"St Kilda East","England",6.4,4.8,3.7,4.6,7.9,45.4,18.4,2.3,1.9,1.4,1.5,1.7,13375,34.7,21.9,"England",822,3.5,14.9,76.3,8.8
"261",3183,"Balaclava","India",5.9,3.7,2.9,2.3,8.5,50.4,18.4,2.8,1.5,1.4,1.1,1.1,5758,37.9,24.5,"India",496,4.9,12.5,79.6,7.9
"262",3184,"Elwood","England",5.6,4.2,2.9,2.7,5.5,51.4,20.9,2.4,1.6,1.3,0.8,0.9,15830,28.6,14.5,"England",1516,5.7,12.7,80.5,7
"263",3185,"Elsternwick","England",7.2,6.3,5.3,5,5.8,32.6,23.6,4.3,2.6,2,2,3.3,10290,30.9,20.4,"England",698,3.9,18.8,67,14.2
"264",3185,"Gardenvale","India",5.1,6.6,4.4,2.7,7.1,38.1,24.1,4.4,2,2,2,1.7,1007,34.1,25,"India",84,4.6,16.1,72,12.1
"265",3185,"Ripponlea","England",7.6,5.2,3.8,2.8,7.3,46.5,18.9,2.8,2.2,1.2,0.3,1.6,1585,32.2,22.7,"England",102,3.6,16.6,75.5,8.1
"266",3186,"Brighton","England",5.1,6.3,6.1,6.3,5.7,20.7,29.6,6.2,4.4,3,2.8,3.7,22547,26.3,13.3,"England",2498,6.3,17.5,62.3,20.1
"267",3187,"Brighton East","England",5.3,7.3,6.9,6.4,5.9,21.6,27,5.1,3.5,2.9,3.4,4.8,16675,27.7,16.3,"England",1488,4.9,19.5,60.9,19.7
"268",3188,"Hampton","England",6.1,7.8,7.5,6.7,6,22.4,28.5,4.7,3.1,2.6,2.2,2.3,13172,25.3,11.7,"England",1728,7.3,21.4,63.6,14.9
"269",3188,"Hampton East","England",7.5,6.3,5.6,5.5,5,30.3,24.9,3.9,3.9,2.5,2.3,2.3,4686,30.4,21.1,"England",336,4,19.4,65.7,14.9
"270",3189,"Moorabbin","England",6.6,5.3,4.9,5.1,6.6,30.2,23.4,4.2,3.9,3.7,3.8,2.5,5591,34.1,25.5,"England",358,3.6,16.8,65.3,18.1
"271",3190,"Highett","England",7.8,6.6,5.4,4.9,5.3,30.4,24.2,3.8,2.8,2.3,2.8,3.8,10796,28.4,18.2,"England",886,4.6,19.8,64.8,15.5
"272",3191,"Sandringham","England",6.1,6.7,6.4,6,5.4,22.2,27.7,4.9,3.4,2.8,2.8,5.4,9809,25.1,9.5,"England",1468,8.2,19.2,61.3,19.3
"273",3192,"Cheltenham","England",6.5,5.7,4.7,5.3,6.1,28.7,23.5,5.1,4,3.7,3.1,3.6,21311,27.6,18.1,"England",1670,4.3,16.9,63.6,19.5
"274",3193,"Beaumaris","England",5.1,7.3,6.9,7,6,19.5,29.8,5.5,3.7,3.3,3.1,2.9,13434,22.6,9.1,"England",1838,7.3,19.3,62.3,18.5
"275",3193,"Black Rock","England",4.4,6.8,5.9,5.5,5.1,21.3,30.3,6.3,3.9,3.7,3.4,3.5,6218,22.5,9.5,"England",804,7.2,17.1,62.2,20.8
"276",3194,"Mentone","England",4.8,5.8,4.8,5.6,6.6,28.5,25.3,5.2,4,3.3,2.8,3.3,12458,28,17,"England",1134,5.1,15.4,66,18.6
"277",3195,"Mordialloc","England",7,6.4,4.9,5.3,5.8,31.8,24.9,3.7,2.6,2.4,2.4,2.9,7982,26.2,14.8,"England",880,6.1,18.3,67.8,14
"278",3195,"Aspendale","England",7.6,7,5.8,5.9,5.1,28.7,25.4,4.4,3.7,2.9,1.9,1.7,6930,19.8,10,"England",616,4.9,20.4,65.1,14.6
"279",3195,"Parkdale","England",6.5,6.3,6,5.9,6.2,27.5,26.5,4.1,3.3,2.8,2.4,2.4,11749,20.7,10.9,"England",1084,5.1,18.8,66.1,15
"280",3195,"Aspendale Gardens","England",6.1,7.3,8.1,8.3,6.3,24.6,27.4,3.7,2.7,2.7,1.5,1,6889,31.4,22.4,"England",544,4.3,21.5,66.6,11.6
"281",3195,"Waterways","China",8.6,8.5,8.6,7,5.2,37,21.2,2.3,0.5,0.1,0,0.9,2344,46,35.4,"China",220,5.3,25.7,70.4,3.8
"282",3196,"Chelsea","England",7.1,4.6,3.5,3.7,5.9,32.7,22.7,5,4,3.5,3.5,3.9,7571,26.5,15.2,"England",766,5.6,15.2,65,19.9
"283",3196,"Edithvale","England",6.8,5.3,5.6,5.4,6.5,29.7,24.1,4.6,3.3,2.6,3,3.1,5711,20.1,9.2,"England",594,5.7,17.7,65.7,16.6
"284",3196,"Bonbeach","England",6.6,5.4,3.5,4.1,5.4,33.1,24.7,4.9,3.6,3,2.7,2.9,6026,24,12.5,"England",646,6.1,15.5,67.3,17.1
"285",3196,"Chelsea Heights","England",7.7,7.1,6.4,6.6,6,29.6,25.5,4.2,3.1,1.9,1.1,0.7,5375,27.4,18.1,"England",476,4.8,21.2,67.7,11
"286",3197,"Patterson Lakes","England",5,5.9,6.1,6.7,5.7,25.3,30.2,4.6,2.9,2.7,2.4,2.6,7873,26.4,16.6,"England",728,5.1,17,67.9,15.2
"287",3197,"Carrum","England",7,5.1,4,5.1,5.9,31.2,25.8,5.9,3.7,2.4,1.9,2.1,3734,22,10.6,"England",428,6.4,16.1,68,16
"288",3198,"Seaford","England",6.7,5,4.6,5.3,5.9,30.6,25.8,5.4,3.7,2.9,2.3,1.9,16732,22.4,10,"England",1978,6.7,16.3,67.6,16.2
"289",3199,"Frankston","England",6.4,5.2,5.2,5.8,8,28.2,24.7,5.2,4,3,2.2,2.1,36194,25.5,12.3,"England",4486,6.9,16.8,66.7,16.5
"290",3199,"Frankston South","England",5.4,6.1,6.6,7,6,21.7,28,5.8,4.1,2.9,2.7,3.7,18309,22.4,8.6,"England",2906,8.6,18.1,62.7,19.2
"291",3200,"Frankston North","England",6.4,6.3,5.7,6.7,7.2,26.2,23.6,4.6,4.6,4,2.8,1.8,5847,24,11.5,"England",620,6,18.4,63.7,17.8
"292",3201,"Carrum Downs","England",7.6,6.6,6.4,7,7.1,32.1,23.1,3.1,2.3,1.6,1.6,1.5,19895,25.2,15,"England",1598,4.5,20.6,69.3,10.1
"293",3202,"Heatherton","England",9.7,9,5.7,5,5.4,32.3,22.3,2.6,3,2.1,1,2,2927,36.5,25,"England",198,3.8,24.4,65,10.7
"294",3204,"Ormond","India",6.3,6.6,5.9,5.7,7.6,34.2,23.5,3.3,2.3,1.6,1.4,1.5,8139,37.7,30.6,"India",1058,7.2,18.8,71,10.1
"295",3204,"Bentleigh","England",6.3,6.3,6.4,6.4,6.3,27.8,25.7,3.8,3.1,2.6,2.4,2.9,15914,32.5,24,"England",1044,3.6,19,66.2,14.8
"296",3204,"McKinnon","China",5.8,7.8,8.5,7.1,6.7,24.8,28,2.4,2,1.7,2,3.3,5926,30.5,21.7,"China",366,3.4,22.1,66.6,11.4
"297",3205,"South Melbourne","England",5.4,3.4,2.6,3.1,7.5,43,22.3,4,2.7,2.6,1.7,1.7,10622,36.4,23.4,"England",882,5.1,11.4,75.9,12.7
"298",3206,"Albert Park","England",7.1,4.9,4,2.9,4.9,35.1,25.3,5.4,4.3,2.4,2,1.8,6394,26.4,14.7,"England",594,5.3,16,68.2,15.9
"299",3206,"Middle Park","England",6.2,6.1,3.8,3.4,4.5,34.1,25.4,6.1,3.8,2.9,2,1.7,4301,25.8,13,"England",406,5.3,16.1,67.4,16.5
"300",3207,"Port Melbourne","England",5.6,3.8,2.8,2.5,4.5,43.3,24.8,4.9,3.3,2.1,1.3,1,15971,30,17.1,"England",1596,5.9,12.2,75.1,12.6
"301",3214,"Corio","England",7.1,6.6,6.8,9.9,7,25.5,24.5,4.4,3.1,2.5,1.5,1,15433,21.6,14.9,"England",1078,3.8,20.5,66.9,12.5
"302",3214,"Norlane","Croatia",6.5,6.2,6.2,7.1,7,24.2,24.8,4.9,4.2,4,2.8,2.2,8224,25.5,20.3,"Croatia",400,2.7,18.9,63.1,18.1
"303",3214,"North Shore","Netherlands",6.5,6.5,6.5,5.4,6.5,24.3,27,5.1,6.5,1.6,3.2,0.8,370,14.6,10,"Netherlands",16,2.4,19.5,63.2,17.2
"304",3215,"Bell Park","Croatia",5.6,5.2,5,5.5,6.6,25.8,22.1,4.9,5.5,5.6,3.7,4.3,5436,34.3,31.1,"Croatia",866,8.7,15.8,60,24
"305",3215,"Hamlyn Heights","England",6.2,5.7,5.3,6.2,7.3,26.8,23.4,4.3,3.7,3.8,3.7,3.7,6218,16.8,12.2,"England",274,2.4,17.2,63.7,19.2
"306",3215,"Bell Post Hill","Croatia",5.3,4.8,5.8,6.3,5.7,22.6,28.3,8.1,5.6,3.5,2.5,1.6,5032,29.8,25.1,"Croatia",406,4.4,15.9,62.9,21.3
"307",3215,"North Geelong","Croatia",6.1,4.6,3.4,5.1,7.8,26.1,24.4,5.4,3.8,4.3,3.8,5.1,2441,27.5,22.5,"Croatia",166,3.8,14.1,63.4,22.4
"308",3215,"Drumcondra","England",6.8,3.7,4.7,4.8,5.7,21.2,34.7,7.1,4.2,1.9,2.5,2.6,645,15.4,8.6,"England",58,5.1,15.2,66.4,18.3
"309",3216,"Belmont","England",5.8,5.3,5.1,5.6,7.5,28.2,22.9,4.7,3.7,3.6,3.7,3.9,13952,14.8,8.1,"England",858,3.3,16.2,64.2,19.6
"310",3216,"Grovedale","England",6.4,6.1,5.7,6.2,6.5,27.1,24,5.4,3.3,2.7,3,3.5,14675,13.6,6.7,"England",1088,4,18.2,63.8,17.9
"311",3216,"Highton","England",5.3,6.1,6.3,6.7,8.1,23.5,27,5.2,4.2,3.2,2.5,1.9,17516,17.9,9.9,"England",1262,3.9,17.7,65.3,17
"312",3216,"Marshall","England",6.2,4.7,4.4,4.3,5.1,28.1,16,2,3.3,6.3,9.6,10,1380,12.2,6.2,"England",94,3.8,15.3,53.5,31.2
"313",3216,"Wandana Heights","England",5,5.3,8.4,10,8.3,21.1,32,4.4,2,1.7,0.9,0.7,2063,16.4,7.9,"England",172,4.6,18.7,71.4,9.7
"314",3216,"Waurn Ponds","England",10.4,8.3,8.3,6.4,7.8,33.9,19,2.8,1.5,0.8,0.4,0.4,3393,13.9,6.5,"England",278,4.3,27,67.1,5.9
"315",3218,"Geelong West","England",7.8,6.1,4.8,4.8,9.3,34.2,21.5,2.9,2.5,2.1,2.1,1.9,6876,16.8,11.2,"England",360,2.8,18.7,69.8,11.5
"316",3218,"Herne Hill","England",5.3,5,5.3,6.1,7.8,29.8,24.2,3.7,4.2,3.6,2.6,2.5,3445,11.2,6.6,"England",166,2.7,15.6,67.9,16.6
"317",3218,"Manifold Heights","England",6.8,6.1,4.9,6,8.1,27.1,26.8,3.7,3,3,2.8,1.9,2641,12.6,7.4,"England",96,1.9,17.8,68,14.4
"318",3219,"Newcomb","England",4.8,4.7,4.7,5.4,7,24.9,25.5,5.4,5.4,5.1,3.7,3.3,4611,17.5,10.3,"England",364,4.2,14.2,62.8,22.9
"319",3219,"East Geelong","England",7,5.2,5.1,4.7,7.2,31.7,27.2,3.6,2.2,2.1,1.7,2.2,3973,13.4,6.6,"England",246,3.3,17.3,70.8,11.8
"320",3219,"Thomson","England",5.8,4.5,4.9,5.5,9,30.5,25.2,3.3,4.3,2.4,2.1,2.6,1595,16,7.9,"England",148,5.2,15.2,70.2,14.7
"321",3219,"Whittington","England",6.9,6.6,7.5,6.7,6.3,25.1,25.4,5.4,3.7,2.1,2.1,2.3,4258,13.9,7.9,"England",284,3.7,21,63.5,15.6
"322",3219,"Breakwater","England",6.4,5.2,3.5,7.1,10.3,26.1,21.1,7.9,4.4,4.2,2,1.7,1095,14.8,8.9,"England",70,3.6,15.1,64.6,20.2
"323",3220,"Newtown","England",5.6,6.7,6.9,7.4,6.8,24.2,27.7,4.7,3.1,2.4,2.3,2.4,10033,13.3,7.4,"England",588,3.2,19.2,66.1,14.9
"324",3220,"Geelong","England",3.8,3.5,3.4,5.6,10.5,30.5,26.3,4.5,2.8,3.3,2.6,3.2,4885,20.9,15,"England",324,3.7,10.7,72.9,16.4
"325",3221,"Lovely Banks","Croatia",5.6,7.4,8.5,7.8,6.6,31.6,22.9,2.6,2.3,2.2,1.4,1.1,1387,20.3,17.5,"Croatia",74,2.9,21.5,68.9,9.6
"326",3221,"Moolap","England",1.7,4,9.7,8.1,5.3,19.7,29.8,9,4.6,3.7,1.1,3.3,544,13.2,8.9,"England",42,4.1,15.4,62.9,21.7
"327",3350,"Ballarat East","England",6,5.3,5.2,6.4,9.3,26.2,22.1,5.1,3.6,3.6,3.3,3.7,5482,9.6,4.8,"England",272,2.7,16.5,64,19.3
"328",3350,"Ballarat Central","England",6.3,5.3,5.2,6.5,10,28.3,24.4,3.8,3.7,2.5,2.1,1.9,5703,11,6.2,"England",222,2.1,16.8,69.2,14
"329",3350,"Mount Clear","England",6,4.7,5.7,8.4,12.1,25.5,23.8,4.9,3,2.3,2,1.7,3015,11.1,6.5,"England",118,2.1,16.4,69.8,13.9
"330",3350,"Black Hill","England",6.9,6.1,6,6.3,8.7,26.5,24.3,3.8,3.5,3.1,2.4,2.3,4922,8.6,4.3,"England",220,2.4,19,65.8,15.1
"331",3350,"Lake Wendouree","England",5.4,6.2,5.8,7,5.8,18.2,28.3,4.7,3.8,4.1,4.8,5.8,2936,10.3,5.8,"England",118,2.2,17.4,59.3,23.2
"332",3350,"Alfredton","England",7.2,8,8.4,8.9,5.8,26.4,25,3.3,2.9,1.7,1.3,1.1,7614,10.2,5.4,"England",300,2.2,23.6,66.1,10.3
"333",3350,"Newington","England",5.3,5.3,7.3,16.2,6.9,20.3,24,4.9,3.2,2,2.2,2.5,1931,8.4,4.5,"England",60,1.6,17.9,67.4,14.8
